epoch,loss
0,0.9039407477659338
1,0.81142546538434
0,0.7769962022949776
1,0.7685601629474113
2,0.7240961029010176
3,0.7437487943044322
4,0.7370299483272256
5,0.7288278133077494
6,0.713257709414396
7,0.7019649797803839
8,0.7098248069837775
9,0.6895060410254747
10,0.6869537456822715
11,0.6986901954159627
12,0.6938495383724828
13,0.6800161328116672
14,0.6840212519303851
15,0.6914456941745103
16,0.6818846644915912
17,0.6866154998769687
18,0.6828624549502375
0,0.6949231689495425
1,0.6808277321278408
2,0.6753827512905162
3,0.6786444530051242
4,0.678841693106518
5,0.6657376406333779
0,0.6726216764379573
1,0.6862494691565473
2,0.6653006714918921
3,0.6512113902517545
4,0.6635380508278006
5,0.6569794850644245
6,0.6483924621616
7,0.6476617077345489
8,0.6488843753292997
9,0.6586155349048235
10,0.6508340992594278
11,0.6540521870377243
12,0.6443787278827801
13,0.645043016361293
14,0.6523995816867839
15,0.6463621477446249
16,0.6271524256275546
17,0.6454662934586566
18,0.6417502901486812
19,0.6525716662246693
20,0.640532298514279
21,0.6384165422009525
22,0.6480414836957891
23,0.6349052183169831
24,0.6338737034989942
25,0.6295709587954065
26,0.6290956675125066
27,0.6346823267077887
28,0.628978697202539
29,0.6219864363071098
30,0.6300890478956443
31,0.6312896062129287
32,0.6225824240715273
33,0.633612243158202
34,0.614449504402376
35,0.6110974495769829
36,0.6122435910767445
37,0.6092461217795649
38,0.6134979466517125
39,0.6157350622678316
40,0.6114315004839052
41,0.6216128202936342
42,0.6177897855078661
43,0.6065515536634672
44,0.6091024672953032
45,0.6104833910301808
46,0.6216663010818984
47,0.6146122631366535
48,0.6050521307975374
49,0.6189837274692391
50,0.6113856963973533
51,0.608084892153099
52,0.6159192588460701
53,0.6127754598054834
54,0.5979211356851363
55,0.610755847386455
56,0.6042095165980118
57,0.5891941988500216
58,0.6024783062197829
59,0.6095625681261863
60,0.6146378546392405
61,0.6113770161905596
62,0.5996331596967354
63,0.616651229640489
64,0.6018724590139364
65,0.6064238398866628
66,0.5959789390044827
67,0.5889565683300456
68,0.60040318012558
69,0.5959563315795955
70,0.6099955844542673
71,0.6066805141106728
72,0.5858541750299033
73,0.5977990493899391
74,0.600890369024328
75,0.6040151948009127
76,0.5936561288131822
77,0.5881554952231787
78,0.5883812837462913
79,0.5855752692147288
0,0.5825430472651797
1,0.5986409701647297
2,0.5919960462037595
3,0.598191235174415
4,0.5874561178347757
5,0.5921440145341299
6,0.590008925486316
7,0.5838294790316654
8,0.5922156974913613
9,0.5844918628052999
10,0.5776725311272888
11,0.5854162009012315
12,0.5959939588542267
13,0.5866957678990339
14,0.5897496707977787
15,0.5819505456314292
16,0.5906517634228352
17,0.5787730945214149
18,0.5873959097730858
19,0.5887319645093333
20,0.5837997619503288
21,0.5728950689556778
22,0.5787267186628875
23,0.5750658557379759
24,0.5819048458530057
25,0.5808708545181059
26,0.5657529352252842
27,0.5682921194902031
28,0.5801654920302411
29,0.5673474990712699
30,0.5708566126563857
31,0.573002939182584
32,0.5782646379804098
33,0.5745629192359986
34,0.568531602781306
35,0.5657823034311815
36,0.5598117613023327
37,0.5566933801177368
38,0.5545532827576002
39,0.5733939112434464
40,0.5750248902427253
41,0.5606073300123856
42,0.560922545771445
43,0.5571982937073836
44,0.5613567755827981
45,0.5652518411397293
46,0.52998082528031
47,0.5595196111788673
48,0.556519098099201
49,0.5533286048680224
50,0.554946460630945
51,0.5398312772534066
52,0.5344985084988738
53,0.5323173407345049
54,0.546681395261198
55,0.5549885911406368
56,0.5619012558011598
57,0.5331503415019602
58,0.5460295730460716
59,0.5597892101773972
60,0.5467434497449988
61,0.5452548466943284
62,0.5536615157559994
63,0.5438215460187645
64,0.5520341849174871
65,0.5545831575829495
66,0.5430988422645036
67,0.5562562737413632
68,0.5489082543119308
69,0.530308593264831
70,0.532726182291905
71,0.5440086119918413
72,0.538770657112842
73,0.5449944165365029
74,0.547923297771523
75,0.5347173731093124
76,0.5364687452793763
77,0.5357901880177118
78,0.5385515335746991
79,0.5280886755314886
